product_id,slug,lifecycle_status,review_status,name,brand,category_id,size_label,size_extracted,format_label,price_cents,tax_rate,currency,stock_quantity,maximum_units_per_order,available_online,requires_special_transport,image_path,ean,source_id,source_page
pdf-salud-065,spray-oral,draft,pending_commercial_validation,Spray Oral,Marca propia Amapola,cat-nutricion,,spray de 30 ml,,,21,EUR,,6,false,false,/images/catalog/spray-oral.webp,,src-salud-bienestar,65
pdf-salud-066,spray-oral-flu-garganta,draft,pending_commercial_validation,Spray Oral Flu Garganta,Marca propia Amapola,cat-nutricion,,spray de 20 ml,,,21,EUR,,6,false,false,/images/catalog/spray-oral-flu-garganta.webp,,src-salud-bienestar,66
pdf-salud-068,nac-300-complex,draft,pending_commercial_validation,NAC 300 Complex,Marca propia Amapola,cat-nutricion,,3 g,,,21,EUR,,6,false,false,/images/catalog/nac-300-complex.webp,,src-salud-bienestar,68
pdf-salud-070,flu-c-500,draft,pending_commercial_validation,Flu C 500,Marca propia Amapola,cat-nutricion,,20 comprimidos,,,21,EUR,,6,false,false,/images/catalog/flu-c-500.webp,,src-salud-bienestar,70
pdf-salud-072,spray-muco-flu,draft,pending_commercial_validation,Spray Muco Flu,Marca propia Amapola,cat-nutricion,,30 ml,,,21,EUR,,6,false,false,/images/catalog/spray-muco-flu.webp,,src-salud-bienestar,72
pdf-salud-074,spray-nasal-hipertonico,draft,pending_commercial_validation,Spray Nasal Hipertónico,Marca propia Amapola,cat-nutricion,,spray 100 ml,,,21,EUR,,6,false,false,/images/catalog/spray-nasal-hipertonico.webp,,src-salud-bienestar,74
pdf-salud-077,multivit,draft,pending_commercial_validation,Multivit,Marca propia Amapola,cat-nutricion,,150 ml),,,21,EUR,,6,false,false,/images/catalog/multivit.webp,,src-salud-bienestar,77
pdf-salud-079,multivit-cap,draft,pending_commercial_validation,Multivit Cap,Marca propia Amapola,cat-nutricion,,30 cápsulas,,,21,EUR,,6,false,false,/images/catalog/multivit-cap.webp,,src-salud-bienestar,79
pdf-salud-081,vitamina-d3,draft,pending_commercial_validation,Vitamina D3,Marca propia Amapola,cat-nutricion,,60 comprimidos masticables,,,21,EUR,,6,false,false,/images/catalog/vitamina-d3.webp,,src-salud-bienestar,81
pdf-salud-083,vit-c-500-masticable,draft,pending_commercial_validation,Vit C 500 Masticable,Marca propia Amapola,cat-nutricion,,20 comprimidos masticables,,,21,EUR,,6,false,false,/images/catalog/vit-c-500-masticable.webp,,src-salud-bienestar,83
pdf-salud-085,vit-c-500-complex,draft,pending_commercial_validation,Vit C 500 Complex,Marca propia Amapola,cat-nutricion,,"4,7g/100g",,,21,EUR,,6,false,false,/images/catalog/vit-c-500-complex.webp,,src-salud-bienestar,85
pdf-salud-087,vit-c-1000,draft,pending_commercial_validation,Vit C 1000,Marca propia Amapola,cat-nutricion,,150 ml),,,21,EUR,,6,false,false,/images/catalog/vit-c-1000.webp,,src-salud-bienestar,87
pdf-salud-089,b-ultra,draft,pending_commercial_validation,B Ultra,Marca propia Amapola,cat-nutricion,,30 cápsulas vegetales,,,21,EUR,,6,false,false,/images/catalog/b-ultra.webp,,src-salud-bienestar,89
pdf-salud-091,sol-cap,draft,pending_commercial_validation,Sol Cap,Marca propia Amapola,cat-nutricion,,30 cápsulas,,,21,EUR,,6,false,false,/images/catalog/sol-cap.webp,,src-salud-bienestar,91
pdf-salud-093,magnesium,draft,pending_commercial_validation,Magnesium,Marca propia Amapola,cat-nutricion,,4 g,,,21,EUR,,6,false,false,/images/catalog/magnesium.webp,,src-salud-bienestar,93
pdf-salud-095,magnesium-cap,draft,pending_commercial_validation,Magnesium Cap,Marca propia Amapola,cat-nutricion,,3 cápsulas) 30 cápsulas,,,21,EUR,,6,false,false,/images/catalog/magnesium-cap.webp,,src-salud-bienestar,95
pdf-salud-097,ferrum-cap,draft,pending_commercial_validation,Ferrum Cap,Marca propia Amapola,cat-nutricion,,30 cápsulas vegetales,,,21,EUR,,6,false,false,/images/catalog/ferrum-cap.webp,,src-salud-bienestar,97
pdf-salud-100,cole-tab-plus,draft,pending_commercial_validation,Cole Tab Plus,Marca propia Amapola,cat-nutricion,,30 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/cole-tab-plus.webp,,src-salud-bienestar,100
pdf-salud-102,omega-3,draft,pending_commercial_validation,Omega 3,Marca propia Amapola,cat-nutricion,,2 g,,,21,EUR,,6,false,false,/images/catalog/omega-3.webp,,src-salud-bienestar,102
pdf-salud-104,ven-cap-drena,draft,pending_commercial_validation,Ven Cap Drena,Marca propia Amapola,cat-nutricion,,30 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/ven-cap-drena.webp,,src-salud-bienestar,104
pdf-salud-106,ven-cap-plus,draft,pending_commercial_validation,Ven Cap Plus,Marca propia Amapola,cat-nutricion,,30 cápsulas,,,21,EUR,,6,false,false,/images/catalog/ven-cap-plus.webp,,src-salud-bienestar,106
pdf-salud-109,drena-fluid,draft,pending_commercial_validation,Drena Fluid,Marca propia Amapola,cat-nutricion,,300 ml,,,21,EUR,,6,false,false,/images/catalog/drena-fluid.webp,,src-salud-bienestar,109
pdf-salud-111,sazio-pep-500,draft,pending_commercial_validation,Sazio Pep 500,Marca propia Amapola,cat-nutricion,,30 comprimidos,,,21,EUR,,6,false,false,/images/catalog/sazio-pep-500.webp,,src-salud-bienestar,111
pdf-salud-113,lipo-active,draft,pending_commercial_validation,Lipo Active,Marca propia Amapola,cat-nutricion,,2 g INDICACIONES:,,,21,EUR,,6,false,false,/images/catalog/lipo-active.webp,,src-salud-bienestar,113
pdf-salud-115,collagen-body-revolution,draft,pending_commercial_validation,Collagen Body Revolution,Marca propia Amapola,cat-nutricion,,CONTENIDO MEDIO,,,21,EUR,,6,false,false,/images/catalog/collagen-body-revolution.webp,,src-salud-bienestar,115
pdf-salud-117,linea-tab,draft,pending_commercial_validation,Linea Tab,Marca propia Amapola,cat-nutricion,,30 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/linea-tab.webp,,src-salud-bienestar,117
pdf-salud-120,melatonina-complex,draft,pending_commercial_validation,Melatonina Complex,Marca propia Amapola,cat-nutricion,,40 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/melatonina-complex.webp,,src-salud-bienestar,120
pdf-salud-122,spray-melatonina-fast,draft,pending_commercial_validation,Spray Melatonina Fast,Marca propia Amapola,cat-nutricion,,spray de 10 ml,,,21,EUR,,6,false,false,/images/catalog/spray-melatonina-fast.webp,,src-salud-bienestar,122
pdf-salud-124,valero-natur,draft,pending_commercial_validation,Valero Natur,Marca propia Amapola,cat-nutricion,,30 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/valero-natur.webp,,src-salud-bienestar,124
pdf-salud-126,rhodiola,draft,pending_commercial_validation,Rhodiola,Marca propia Amapola,cat-nutricion,,2 comprimidos,,,21,EUR,,6,false,false,/images/catalog/rhodiola.webp,,src-salud-bienestar,126
pdf-salud-128,stress-tab,draft,pending_commercial_validation,Stress Tab,Marca propia Amapola,cat-nutricion,,30 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/stress-tab.webp,,src-salud-bienestar,128
pdf-salud-130,relax-cap,draft,pending_commercial_validation,Relax Cap,Marca propia Amapola,cat-nutricion,,14 cápsulas vegetales,,,21,EUR,,6,false,false,/images/catalog/relax-cap.webp,,src-salud-bienestar,130
pdf-salud-132,sedo-relax,draft,pending_commercial_validation,Sedo Relax,Marca propia Amapola,cat-nutricion,,50 ml,,,21,EUR,,6,false,false,/images/catalog/sedo-relax.webp,,src-salud-bienestar,132
pdf-salud-135,hyalu-skin,draft,pending_commercial_validation,Hyalu Skin,Marca propia Amapola,cat-nutricion,,2 cápsulas,,,21,EUR,,6,false,false,/images/catalog/hyalu-skin.webp,,src-salud-bienestar,135
pdf-salud-137,collagen-age-formula,draft,pending_commercial_validation,Collagen Age Formula,Marca propia Amapola,cat-nutricion,,% VRN*,,,21,EUR,,6,false,false,/images/catalog/collagen-age-formula.webp,,src-salud-bienestar,137
pdf-salud-139,coenzima-q10,draft,pending_commercial_validation,Coenzima Q10,Marca propia Amapola,cat-nutricion,,% VRN**,,,21,EUR,,6,false,false,/images/catalog/coenzima-q10.webp,,src-salud-bienestar,139
pdf-salud-141,chroma-skin,draft,pending_commercial_validation,Chroma Skin,Marca propia Amapola,cat-nutricion,,30 comprimidos recubiertos,,,21,EUR,,6,false,false,/images/catalog/chroma-skin.webp,,src-salud-bienestar,141
pdf-salud-143,hair-formula-anticaida,draft,pending_commercial_validation,Hair Formula Anticaída,Marca propia Amapola,cat-nutricion,,100 g con tecnología softgel,,,21,EUR,,6,false,false,/images/catalog/hair-formula-anticaida.webp,,src-salud-bienestar,143
pdf-salud-146,vit-d3-k2,draft,pending_commercial_validation,Vit D3+k2,Marca propia Amapola,cat-nutricion,,60 cápsulas,,,21,EUR,,6,false,false,/images/catalog/vit-d3-k2.webp,,src-salud-bienestar,146
pdf-salud-148,nutriflex-complex,draft,pending_commercial_validation,Nutriflex Complex,Marca propia Amapola,cat-nutricion,,5 g CARTÍLAGO Y MÚSCULOS,,,21,EUR,,6,false,false,/images/catalog/nutriflex-complex.webp,,src-salud-bienestar,148
pdf-salud-150,boswellia-fast,draft,pending_commercial_validation,Boswellia Fast,Marca propia Amapola,cat-nutricion,,12 sticks bucodispersables,,,21,EUR,,6,false,false,/images/catalog/boswellia-fast.webp,,src-salud-bienestar,150
pdf-salud-153,gyno-solve-gel-vaginal,draft,pending_commercial_validation,Gyno Solve Gel Vaginal,Marca propia Amapola,cat-salud,,40ml,,,21,EUR,,6,false,false,/images/catalog/gyno-solve-gel-vaginal.webp,,src-salud-bienestar,153
pdf-salud-155,ura-tab-formula-potenciada,draft,pending_commercial_validation,Ura Tab Fórmula Potenciada,Marca propia Amapola,cat-salud,,20 comprimidos bicapa,,,21,EUR,,6,false,false,/images/catalog/ura-tab-formula-potenciada.webp,,src-salud-bienestar,155
pdf-salud-157,ura-tab-prev,draft,pending_commercial_validation,Ura Tab Prev,Marca propia Amapola,cat-salud,,"150ml), preferiblemente",,,21,EUR,,6,false,false,/images/catalog/ura-tab-prev.webp,,src-salud-bienestar,157
pdf-salud-159,gyno-bioma,draft,pending_commercial_validation,Gyno Bioma,Marca propia Amapola,cat-salud,,2 cápsulas*,,,21,EUR,,6,false,false,/images/catalog/gyno-bioma.webp,,src-salud-bienestar,159
pdf-salud-161,feminic-menopausia,draft,pending_commercial_validation,Feminic Menopausia,Marca propia Amapola,cat-salud,,30 comprimidos ranurados,,,21,EUR,,6,false,false,/images/catalog/feminic-menopausia.webp,,src-salud-bienestar,161
pdf-salud-164,crema-arnica-forte,draft,pending_commercial_validation,Crema Árnica Forte,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/crema-arnica-forte.webp,,src-salud-bienestar,164
pdf-salud-166,gel-arnica,draft,pending_commercial_validation,Gel Árnica,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/gel-arnica.webp,,src-salud-bienestar,166
pdf-salud-168,termo-crema-arnica,draft,pending_commercial_validation,Termo Crema Árnica,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/termo-crema-arnica.webp,,src-salud-bienestar,168
pdf-salud-170,gel-piernas-ginkgo-biloba,draft,pending_commercial_validation,Gel Piernas Ginkgo Biloba,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/gel-piernas-ginkgo-biloba.webp,,src-salud-bienestar,170
pdf-salud-172,procto-crema,draft,pending_commercial_validation,Procto Crema,Marca propia Amapola,cat-salud,,de 30ml,,,21,EUR,,6,false,false,/images/catalog/procto-crema.webp,,src-salud-bienestar,172
pdf-salud-174,eupilen,draft,pending_commercial_validation,Eupilen,Marca propia Amapola,cat-salud,,50 ml,,,21,EUR,,6,false,false,/images/catalog/eupilen.webp,,src-salud-bienestar,174
pdf-salud-176,crema-pies-manteca-de-karite,draft,pending_commercial_validation,Crema Pies Manteca de Karité,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/crema-pies-manteca-de-karite.webp,,src-salud-bienestar,176
pdf-salud-178,crema-talones-urea-10,draft,pending_commercial_validation,Crema Talones Urea 10%,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/crema-talones-urea-10.webp,,src-salud-bienestar,178
pdf-salud-181,repelente-insectos,draft,pending_commercial_validation,Repelente Insectos,Marca propia Amapola,cat-salud,,100 ml,,,21,EUR,,6,false,false,/images/catalog/repelente-insectos.webp,,src-salud-bienestar,181
pdf-salud-183,stick-post-picaduras,draft,pending_commercial_validation,Stick Post Picaduras,Marca propia Amapola,cat-salud,,"durante la aplicación,",,,21,EUR,,6,false,false,/images/catalog/stick-post-picaduras.webp,,src-salud-bienestar,183
pdf-salud-185,crema-post-picaduras,draft,pending_commercial_validation,Crema Post Picaduras,Marca propia Amapola,cat-salud,,15ml con aplicador,,,21,EUR,,6,false,false,/images/catalog/crema-post-picaduras.webp,,src-salud-bienestar,185
pdf-salud-188,eye-drops-0-2,draft,pending_commercial_validation,Eye Drops 0.2%,Marca propia Amapola,cat-salud,,aluminio,,,21,EUR,,6,false,false,/images/catalog/eye-drops-0-2.webp,,src-salud-bienestar,188
pdf-salud-190,eye-drops-0-2-2,draft,pending_commercial_validation,Eye Drops 0.2%,Marca propia Amapola,cat-salud,,10ml,,,21,EUR,,6,false,false,/images/catalog/eye-drops-0-2-2.webp,,src-salud-bienestar,190
pdf-salud-192,toallitas-oculares,draft,pending_commercial_validation,Toallitas Oculares,Marca propia Amapola,cat-salud,,24 toallitas biodegradables,,,21,EUR,,6,false,false,/images/catalog/toallitas-oculares.webp,,src-salud-bienestar,192
pdf-salud-195,colutorio-repair,draft,pending_commercial_validation,Colutorio Repair,Marca propia Amapola,cat-bucal,,150 ml,,,21,EUR,,6,false,false,/images/catalog/colutorio-repair.webp,,src-salud-bienestar,195
pdf-salud-197,colutorio-clorhexidina-0-2,draft,pending_commercial_validation,"Colutorio Clorhexidina 0,2%",Marca propia Amapola,cat-bucal,,200 ml,,,21,EUR,,6,false,false,/images/catalog/colutorio-clorhexidina-0-2.webp,,src-salud-bienestar,197
pdf-salud-199,dentifrico-repair,draft,pending_commercial_validation,Dentífrico Repair,Marca propia Amapola,cat-bucal,,100 ml,,,21,EUR,,6,false,false,/images/catalog/dentifrico-repair.webp,,src-salud-bienestar,199
pdf-salud-201,gel-afta-repair,draft,pending_commercial_validation,Gel Afta Repair,Marca propia Amapola,cat-bucal,,15 ml,,,21,EUR,,6,false,false,/images/catalog/gel-afta-repair.webp,,src-salud-bienestar,201
pdf-salud-204,proteina-whey-vitality,draft,pending_commercial_validation,Proteína Whey Vitality,Marca propia Amapola,cat-nutricion,,300 g,,,21,EUR,,6,false,false,/images/catalog/proteina-whey-vitality.webp,,src-salud-bienestar,204
pdf-salud-206,proteina-vegan-vitality,draft,pending_commercial_validation,Proteína Vegan Vitality,Marca propia Amapola,cat-nutricion,,260 g,,,21,EUR,,6,false,false,/images/catalog/proteina-vegan-vitality.webp,,src-salud-bienestar,206
pdf-salud-208,aminoacidos-esenciales-bcaa,draft,pending_commercial_validation,Aminoácidos Esenciales BCAA,Marca propia Amapola,cat-nutricion,,100 comprimidos,,,21,EUR,,6,false,false,/images/catalog/aminoacidos-esenciales-bcaa.webp,,src-salud-bienestar,208
pdf-salud-210,activador-hmb,draft,pending_commercial_validation,Activador HMB,Marca propia Amapola,cat-nutricion,,100 comprimidos,,,21,EUR,,6,false,false,/images/catalog/activador-hmb.webp,,src-salud-bienestar,210
pdf-salud-212,formula-balance,draft,pending_commercial_validation,Fórmula Balance,Marca propia Amapola,cat-nutricion,,20 comprimidos,,,21,EUR,,6,false,false,/images/catalog/formula-balance.webp,,src-salud-bienestar,212
